iter	Logloss
182	0.2303058255
183	0.2298989735
184	0.2293589883
185	0.2290039711
186	0.2286720087
187	0.2283284464
188	0.2280901387
189	0.2275534172
190	0.2272721352
191	0.2269108407
192	0.2267030476
193	0.2263312352
194	0.2260613462
195	0.2257676846
196	0.2253203703
197	0.2250047253
198	0.2248537037
199	0.2246290623
200	0.2245786747
201	0.2239705975
202	0.2234290342
203	0.2231116405
204	0.2228115555
205	0.2226952907
206	0.222265879
207	0.2219723525
208	0.2216720305
209	0.2215395601
210	0.2212428932
211	0.2205388861
212	0.2202107665
213	0.2198072441
214	0.2195937785
215	0.2192055412
216	0.218887038
217	0.2186618432
218	0.2184410547
219	0.21829111
220	0.2180359583
221	0.2176843261
222	0.2170410284
223	0.2166851595
224	0.2162408447
225	0.2160894114
226	0.2158130258
227	0.2152697665
228	0.2147928325
229	0.2146088528
230	0.2140092217
231	0.21351718
232	0.2131809022
233	0.2127128382
234	0.212340244
235	0.211831489
236	0.2116256199
237	0.2112719018
238	0.210959336
239	0.2104992827
240	0.2102882526
241	0.2098478183
242	0.209465429
243	0.209124103
244	0.2088956791
245	0.2085449148
246	0.2082131784
247	0.2078191549
248	0.2073970094
249	0.2070758628
250	0.2068237522
251	0.2063130472
252	0.2060311285
253	0.2057927598
254	0.2054359617
255	0.2052085639
256	0.2049457662
257	0.2046253295
258	0.204468625
259	0.2041156856
260	0.203930454
261	0.2036787856
262	0.203375189
263	0.2032890483
264	0.2027718015
265	0.2021490461
266	0.2012746553
267	0.2010478697
268	0.2009092283
269	0.2005761991
270	0.2002771924
271	0.1997001467
272	0.1991808969
273	0.1990366051
274	0.1986549058
275	0.1984590665
276	0.1982561173
277	0.1980788945
278	0.197699085
279	0.1973074657
280	0.1969364512
281	0.1966599182
282	0.1963524474
283	0.1960143388
284	0.1956707781
285	0.1954324641
286	0.195187659
287	0.1950653858
288	0.1946838484
289	0.1944124852
290	0.194212604
291	0.1941504212
292	0.193947413
293	0.1935239296
294	0.1933958124
295	0.1931849038
296	0.1926501435
297	0.1923560569
298	0.1921771147
299	0.1919931698
300	0.1917176305
301	0.1913176987
302	0.1909807704
303	0.1907335416
304	0.1903959481
305	0.1901821745
306	0.189899615
307	0.189775196
308	0.188999101
309	0.188719436
310	0.188599732
311	0.1882423972
312	0.18804181
313	0.1878768942
314	0.1874698403
315	0.1873024519
316	0.1869915603
317	0.1865321582
318	0.1862804137
319	0.18598806
320	0.185723018
321	0.1854402514
322	0.1852800509
323	0.185071787
324	0.1849025906
325	0.1846343188
326	0.1843078793
327	0.1841517203
328	0.1839167241
329	0.1836196708
330	0.1830567599
331	0.1829757989
332	0.1828775291
333	0.1826854358
334	0.1824090058
335	0.1821362281
336	0.1819677646
337	0.1817170686
338	0.1814005967
339	0.1810615561
340	0.1805764617
341	0.1804179611
342	0.1801500951
343	0.1798137295
344	0.1795671138
345	0.1792533118
346	0.1788523808
347	0.1786417461
348	0.1783626804
349	0.1780407791
350	0.1779108352
351	0.1776983785
352	0.1774649957
353	0.177105429
354	0.1768566141
355	0.1766284679
356	0.1764056431
357	0.1763217302
358	0.1761106756
359	0.1759144624
360	0.175746272
361	0.1755658292
362	0.1752341054
363	0.1747238241
364	0.1745110482
365	0.1743061966
366	0.1739009705
367	0.1737507576
368	0.1734119027
369	0.1732400806
370	0.1730584028
371	0.1728779664
372	0.1725776822
373	0.1723927027
374	0.1722063591
375	0.1717893763
376	0.171524136
377	0.1713539428
378	0.1711059279
379	0.1708716547
380	0.1706096852
381	0.1703163749
382	0.1700786224
383	0.1698673858
384	0.1696537227
385	0.1694415857
386	0.169355926
387	0.1690652745
388	0.1687763269
389	0.1685885478
390	0.1682757362
391	0.1678902022
392	0.1677664506
393	0.1673389074
394	0.1670018455
395	0.1669315079
396	0.1666624998
397	0.1663556442
398	0.1661101413
399	0.1658843707
400	0.165742992
401	0.1655099216
402	0.1651756964
403	0.1649996936
404	0.1648587692
405	0.1646562444
406	0.1643948945
407	0.1642307275
408	0.1639824248
409	0.1636803931
410	0.1634605483
411	0.1633088518
412	0.1631718149
413	0.1629637325
414	0.1626872531
415	0.1622921198
416	0.1620715519
417	0.1620111088
418	0.1618781728
419	0.1616821026
420	0.1614665112
421	0.1610593525
422	0.1608687163
423	0.1606875314
424	0.1603274318
425	0.1599450588
426	0.1597066638
427	0.1594668221
428	0.1593009357
429	0.1590770852
430	0.1588433877
431	0.1585365113
432	0.1583053005
433	0.1582036492
434	0.1579950976
435	0.1577880095
436	0.1575890954
437	0.1573449687
438	0.1572781922
439	0.1569655253
440	0.156583191
441	0.1564493768
442	0.1562205914
443	0.1560489361
444	0.1557614213
445	0.1556567233
446	0.1554100965
447	0.1551661648
448	0.1550311204
449	0.1547578798
450	0.154668213
451	0.1544246095
452	0.154148645
453	0.1540229368
454	0.1537272377
455	0.1535229257
456	0.1534437763
457	0.1532557002
458	0.1530522185
459	0.1528387493
460	0.1526894728
461	0.1525986205
462	0.1523681591
463	0.1521643222
464	0.1519642937
465	0.1518047077
466	0.1517687547
467	0.1515147754
468	0.1513607138
469	0.1511405207
470	0.1509625114
471	0.1508925687
472	0.1507630503
473	0.1506652148
474	0.1505589968
475	0.1503919123
476	0.1500832165
477	0.149902126
478	0.1495770023
479	0.1493759754
480	0.1491406478
481	0.1489491308
482	0.1487012528
483	0.1486338892
484	0.1484876584
485	0.1482586792
486	0.1481275218
487	0.1479871098
488	0.1477984218
489	0.1475196447
490	0.1472951929
491	0.1469512162
492	0.146773761
493	0.1464955792
494	0.1463594051
495	0.1461616
496	0.1460288517
497	0.1458286871
498	0.1456027482
499	0.145485687
500	0.1453788933
501	0.1452919203
502	0.145099125
503	0.1448770097
504	0.1447707482
505	0.1445402565
506	0.1441478569
507	0.1440370572
508	0.1437537304
509	0.1434738093
510	0.143356538
511	0.1432435769
512	0.1431799426
513	0.1430488074
514	0.1429568259
515	0.1426570872
516	0.1425294127
517	0.142467621
518	0.1422781061
519	0.1422260065
520	0.1419992209
521	0.1418689638
522	0.1417488734
523	0.1416210213
524	0.141216281
525	0.1411606212
526	0.141003432
527	0.140870462
528	0.1405081684
529	0.1402822482
530	0.1400267987
531	0.1399877418
532	0.1399036614
533	0.1397084865
534	0.1394752373
535	0.1392357494
536	0.1390396103
537	0.138804771
538	0.1386477234
539	0.1385139407
540	0.1384836546
541	0.1383466311
542	0.1381924411
543	0.1379760431
544	0.1378126849
545	0.1376289509
546	0.1374402166
547	0.1372925605
548	0.1370776338
549	0.1369658181
550	0.1368956357
551	0.1366116796
552	0.1364147938
553	0.1363112945
554	0.1362867827
555	0.136201236
556	0.1360668936
557	0.1359390229
558	0.1357654863
559	0.1356747691
560	0.1356325397
561	0.135515369
562	0.1353927817
563	0.1353505911
564	0.1351549064
565	0.1350244033
566	0.1348112092
567	0.1346585895
568	0.1344820009
569	0.134360788
570	0.1342385159
571	0.134078847
572	0.1339552274
573	0.1338250298
574	0.1337323346
575	0.1334937472
576	0.1332553891
577	0.1330484245
578	0.1329090019
579	0.132728018
580	0.1322993846
581	0.1321445212
582	0.1319172517
583	0.1317650102
584	0.1316653925
585	0.1314417194
586	0.1313220204
587	0.1311497366
588	0.1310590797
589	0.1309229051
590	0.1308451884
591	0.1307864439
592	0.1304190748
593	0.130315429
594	0.1301460137
595	0.1299959566
596	0.1298998765
597	0.1297588162
598	0.1295549141
599	0.1292439803
600	0.1290976319
601	0.1289665621
602	0.1287438611
603	0.1285765936
604	0.1283742129
605	0.1282398276
606	0.1279320708
607	0.1277759544
608	0.1276070676
609	0.1274147335
610	0.1272953502
611	0.1270440379
612	0.1269163472
613	0.1268759225
614	0.126793694
615	0.126380507
616	0.1262973749
617	0.1262315076
618	0.1260508362
619	0.1259560178
620	0.1258011374
621	0.1256822823
622	0.1254742574
623	0.1253973568
624	0.1251868597
625	0.1249001377
626	0.1248363001
627	0.1246373162
628	0.1244815973
629	0.1242819287
630	0.1241743057
631	0.1240454268
632	0.1239365536
633	0.1236524636
634	0.123451284
635	0.1232379625
636	0.123109081
637	0.1230275083
638	0.1228955189
639	0.1228229978
640	0.1227346902
641	0.1226482817
642	0.1225544517
643	0.1224267308
644	0.1222242864
645	0.1220353963
646	0.1217998721
647	0.1215653285
648	0.1212958133
649	0.1212452251
650	0.1211391937
651	0.1210850209
652	0.1209469481
653	0.1207624127
654	0.1206114115
655	0.1204222826
656	0.1202187745
657	0.1200595891
658	0.1199746109
659	0.1198689673
660	0.1197887006
661	0.119701262
662	0.1195528589
663	0.1195157339
664	0.1193685537
665	0.1192618119
666	0.1192368126
667	0.118998421
668	0.1189223269
669	0.1186891864
670	0.1186678451
671	0.1184425368
672	0.1183092296
673	0.1180151886
674	0.1179408905
675	0.1177594118
676	0.1175416906
677	0.1172650291
678	0.1171098873
679	0.1170508681
680	0.1169726386
681	0.1169292072
682	0.1168201802
683	0.1166474647
684	0.1165995812
685	0.1164908193
686	0.1163084161
687	0.1162251755
688	0.1160991953
689	0.1160320407
690	0.1158026572
691	0.1156584222
692	0.1154986933
693	0.1151666829
694	0.1150179815
695	0.1148113945
696	0.114710263
697	0.1146481298
698	0.1145950898
699	0.1144597167
700	0.1143390142
701	0.1142354222
702	0.1141032826
703	0.1140000377
704	0.1138847786
705	0.113856952
706	0.1137537301
707	0.1137107932
708	0.1135928426
709	0.113452809
710	0.113390169
711	0.1132281944
712	0.1131317957
713	0.1130494544
714	0.1128595981
715	0.1127867294
716	0.1125311838
717	0.1123875097
718	0.1123672402
719	0.1122138053
720	0.1119516482
721	0.1118811
722	0.1117902453
723	0.1115624569
724	0.1114602492
725	0.1112488794
726	0.1110726233
727	0.1109281697
728	0.1108745018
729	0.1107771894
730	0.1106492959
731	0.110442851
732	0.1102198426
733	0.1100926699
734	0.1099059065
735	0.1098381739
736	0.1095784398
737	0.1095572902
738	0.1095482607
739	0.1094079195
740	0.1091759024
741	0.1089402106
742	0.1089163577
743	0.1087144341
744	0.1086489322
745	0.1085624563
746	0.1084964215
747	0.1083586352
748	0.1080932979
749	0.1080041943
750	0.107836304
751	0.1075649602
752	0.1074817021
753	0.1072719925
754	0.1072313287
755	0.1070610881
756	0.1069133932
757	0.1067766282
758	0.1066818809
759	0.1065627102
760	0.1064481162
761	0.1063317639
762	0.1062538733
763	0.1061734172
764	0.1060343081
765	0.1059096731
766	0.1057370517
767	0.1055598891
768	0.1054617582
769	0.1053521411
770	0.105177228
771	0.1050555426
772	0.1050068618
773	0.1049097333
774	0.1046766613
775	0.1045941827
776	0.1045034205
777	0.1044023677
778	0.1043140229
779	0.104275692
780	0.1041461176
781	0.1040503424
782	0.1038988549
783	0.1037631723
784	0.1037013456
785	0.1036593128
786	0.1035954847
787	0.1034858955
788	0.1034206752
789	0.1031848582
790	0.1030339332
791	0.1029063619
792	0.1028686413
793	0.1027243676
794	0.1026094523
795	0.1025222589
796	0.1023092661
797	0.1021993041
798	0.1021380559
799	0.1019701306
800	0.1019141254
801	0.1018178549
802	0.1017786216
803	0.1015728814
804	0.1014801557
805	0.1013921296
806	0.1013046819
807	0.1011775416
808	0.1010350069
809	0.1009649392
810	0.1009214685
811	0.1008410605
812	0.1007082317
813	0.1005110452
814	0.1003861787
815	0.1001496174
816	0.10005715
817	0.09998773206
818	0.09988274586
819	0.09979900991
820	0.09973271494
821	0.0996914633
822	0.09962430106
823	0.09954024907
824	0.09936581578
825	0.09928865359
826	0.09911724108
827	0.0990051525
828	0.09868390975
829	0.09847591449
830	0.09820148185
831	0.09805675296
832	0.09798203738
833	0.09789102036
834	0.0977948826
835	0.09770942415
836	0.09741205131
837	0.09727319605
838	0.09707637088
839	0.09691639534
840	0.09677819621
841	0.09668738593
842	0.09651957266
843	0.09645026885
844	0.09637249606
845	0.09630215342
846	0.09599980205
847	0.09593500427
848	0.09590142046
849	0.09587638474
850	0.09571689813
851	0.09568960985
852	0.09556435011
853	0.09548751189
854	0.09533135277
855	0.0952722261
856	0.09508339559
857	0.09503018789
858	0.09484935953
859	0.09478165655
860	0.09463181622
861	0.09448396813
862	0.09442009679
863	0.09426397775
864	0.09414987897
865	0.0939821035
866	0.09389259702
867	0.09378088764
868	0.09358197161
869	0.09347955453
870	0.09337922995
871	0.09329831545
872	0.09322463789
873	0.09314244532
874	0.09299283283
875	0.0929269785
876	0.09279766961
877	0.09271011116
878	0.0926484818
879	0.09260202937
880	0.09248139257
881	0.09239343499
882	0.09232376668
883	0.09229551883
884	0.09218596477
885	0.09214820877
886	0.09205361682
887	0.09198729278
888	0.09189419199
889	0.09183422745
890	0.09169600972
891	0.09160273921
892	0.09150178613
893	0.09142295526
894	0.0913171326
895	0.09117093294
896	0.09104268905
897	0.09093462819
898	0.09075814032
899	0.09069480567
900	0.09062171524
901	0.09053406957
902	0.09047358219
903	0.0903872829
904	0.09028971065
905	0.09014223621
906	0.09006124712
907	0.08998878614
908	0.08987434791
909	0.0897399256
910	0.08970829327
911	0.08962370513
912	0.08958895952
913	0.08951013258
914	0.08934044623
915	0.08924740933
916	0.08914045197
917	0.08903119425
918	0.08895021907
919	0.0888824488
920	0.08879354918
921	0.0887074
922	0.08859625328
923	0.08854187769
924	0.08846049636
925	0.08834689548
926	0.08830338262
927	0.08818734329
928	0.08808950517
929	0.08795414134
930	0.08789418651
931	0.08785611758
932	0.08778753781
933	0.08776623932
934	0.08771352909
935	0.08761915853
936	0.08736734419
937	0.08730133377
938	0.08717411943
939	0.08711872576
940	0.08702591215
941	0.0869232046
942	0.08685116666
943	0.08667699765
944	0.08659376391
945	0.0865348623
946	0.08644119463
947	0.08630285336
948	0.08623476108
949	0.08617606707
950	0.08608895774
951	0.08598818796
952	0.08593693525
953	0.08585743557
954	0.08579374058
955	0.0857613024
956	0.08568158761
957	0.08548195676
958	0.08533962386
959	0.08525837939
960	0.08509914319
961	0.08504999375
962	0.08486817738
963	0.08479867645
964	0.0847326144
965	0.08471058038
966	0.08464568578
967	0.08453472927
968	0.08451402677
969	0.08444778933
970	0.08433231728
971	0.08421548535
972	0.08413244126
973	0.08385441915
974	0.08370610241
975	0.08362709713
976	0.08356694122
977	0.08349164083
978	0.08344689266
979	0.08337261471
980	0.08320408667
981	0.08305480665
982	0.08298204001
983	0.08287047828
984	0.08281410525
985	0.08275042824
986	0.08268095935
987	0.08257267512
988	0.08249395417
989	0.08235678103
990	0.08229292713
991	0.08224421674
992	0.08214677573
993	0.08197373507
994	0.08194333316
995	0.081857729
996	0.08175960632
997	0.08167404522
998	0.08152742266
999	0.08145854214
